Nacimiento;Sexo;Residencia;Estrato;Frecuencia_compra;Sitio_compra;Base_compra;Impulso_compra;Combine_nueva;Info_etiqueta;Import_marquilla;Impacto_textil;Cal_impacto;Recurso_imp;Disposición_ropa;Uso_ropasegunda;Origen_compra
17/08/1984;Femenino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
8/09/1984;Femenino;Envigado;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., El comercio justo., Materiales ecológicos.;La compro por deseo.;Si.;Si.;Materiales., Lugar de fabricación.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
2/10/1984;Masculino;Medellín;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., Materiales ecológicos.;La compro por deseo.;No.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
5/10/1984;Femenino;Medellín;6;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Las tendencias o conceptos de moda.;La compro por deseo.;No.;No.;;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
11/10/1984;Femenino;Medellín;5;Una vez por mes.;Tiendas de autor o marcas locales de diseño.;Apariencia estética.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
12/10/1984;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Calidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por deseo.;No.;Si.;Materiales., Instrucciones de cuidado.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
19/10/1984;Masculino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., Calidad.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
18/11/1984;Femenino;Envigado;6;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Internet.;Apariencia estética., Utilidad., Calidad., La marca o el almacén de compra.;La compro por deseo.;No.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
18/11/1984;Femenino;Medellín;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra., El comercio justo.;La compro por su utilidad.;Si.;Si.;Lugar de fabricación., Empresa fabricante.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
20/11/1984;Femenino;Medellín;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética., Las tendencias o conceptos de moda., Los precios bajos.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Medios;Aire.;La regalo o dono a alguien.;No.;Nacional - Local.
30/11/1984;Masculino;Envigado;3;Una vez al año.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., Calidad., El comercio justo., Los precios bajos.;La compro por su utilidad.;No.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
4/12/1984;Femenino;Medellín;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Internet.;Apariencia estética., Utilidad., Calidad., La marca o el almacén de compra., Los precios bajos.;La compro por su utilidad.;Si.;No.;;El crecimiento económico de los países.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
5/12/1984;Masculino;Medellín;6;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por deseo.;Si.;Si.;Empresa fabricante.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
5/12/1984;Femenino;Bello;2;Dos veces al año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
10/12/1984;Masculino;Itagüí;3;De 3 a cuatro veces por año.;Tiendas de autor o marcas locales de diseño.;Las tendencias o conceptos de moda.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
14/12/1984;Masculino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;mi estilo mi identidad...un ropa ovejero..;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La transformo en otra prenda u objeto..;Si.;Nacional - Local.
15/12/1984;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., Calidad.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
16/01/1985;Femenino;Itagüí;3;Una vez por semana.;Tiendas en centros comerciales.;Calidad.;La compro por su utilidad.;Si.;No.;;Oportunidad de empleos.;Medios;Aire.;La regalo o dono a alguien.;Si.;Importada.
20/01/1985;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño.;Apariencia estética., Utilidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Materiales., Instrucciones de cuidado.;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
23/01/1985;Femenino;Medellín;3;Una vez al año.;Tiendas por departamentos o almacenes de cadena.;Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
24/01/1985;Femenino;Medellín;3;Dos veces al año.;Estados unidos;La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;No.;Importada.
31/01/1985;Femenino;Medellín;5;Dos veces al año.;Tiendas en centros comerciales.;Los precios bajos.;La compro por su utilidad.;No.;No.;;Acumulación de residuos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
20/02/1985;Femenino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Utilidad.;La compro por su utilidad.;Si.;No.;;Acumulación de residuos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
25/02/1985;Femenino;La Estrella;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
28/04/1985;Femenino;Itagüí;2;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética., Calidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Oportunidad de empleos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
30/04/1985;Femenino;Medellín;3;Una vez al año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por deseo.;Si.;No.;;El crecimiento económico de los países.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
28/06/1985;Femenino;Copacabana;3;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
18/07/1985;Femenino;Medellín;5;Dos veces al año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Calidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;El crecimiento económico de los países.;Bajos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
25/08/1985;Femenino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales., Internet.;Calidad., La marca o el almacén de compra., Referenciador, fashionista  o Blogger.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
5/09/1985;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Utilidad., Calidad., El comercio justo., Materiales ecológicos.;La compro por deseo.;Si.;Si.;Materiales., Lugar de fabricación.;Acumulación de residuos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
3/10/1985;Femenino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Utilidad., Calidad.;La compro por deseo.;Si.;No.;;El crecimiento económico de los países.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
3/10/1985;Femenino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Las tendencias o conceptos de moda.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
18/10/1985;Femenino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas de segunda mano o roperos.;Calidad., La marca o el almacén de compra., El comercio justo., Los precios bajos.;La compro por deseo.;Si.;No.;;Emisión de gases y uso de energía.;Altos;Aire.;La tiro a la basura.;Si.;Importada.
30/10/1985;Masculino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Internet.;Apariencia estética., Utilidad., Calidad., Materiales ecológicos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La transformo en otra prenda u objeto..;Si.;Nacional - Local.
5/11/1985;Femenino;Medellín;6;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Calidad.;La compro por deseo.;Si.;No.;;El crecimiento económico de los países.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
19/11/1985;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Calidad., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;El crecimiento económico de los países.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
23/11/1985;Femenino;Medellín;4;Una vez por semana.;Tiendas en centros comerciales.;Apariencia estética., Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Bajos;Humano.;La regalo o dono a alguien.;Si.;Importada.
27/11/1985;Femenino;Bello;2;Una vez por mes.;Catálogos físicos o revistas de ventas.;Las tendencias o conceptos de moda.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
9/12/1985;Femenino;Medellín;5;Una vez por mes.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Apariencia estética., Las tendencias o conceptos de moda.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
19/12/1985;Femenino;Medellín;5;Dos veces al año.;Tiendas en centros comerciales.;Apariencia estética.;La compro por su utilidad.;Si.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
19/12/1985;Femenino;Medellín;5;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Internet.;Calidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
30/12/1985;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad., Calidad.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
30/12/1985;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Catálogos físicos o revistas de ventas.;Apariencia estética., Calidad., Las tendencias o conceptos de moda.;La compro por su utilidad.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/01/1986;Femenino;Medellín;5;Una vez por mes.;Tiendas en centros comerciales., Internet.;Apariencia estética., Calidad.;La compro por deseo.;Si.;Si.;Instrucciones de cuidado.;El crecimiento económico de los países.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
19/01/1986;Femenino;Medellín;3;Dos veces al año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Utilidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
24/02/1986;Femenino;Sabaneta;3;Una vez al año.;Tiendas de autor o marcas locales de diseño.;Las tendencias o conceptos de moda.;La compro por su utilidad.;Si.;Si.;Instrucciones de cuidado.;Tendencias de conceptos y diseños.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
28/02/1986;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Utilidad., Calidad., Materiales ecológicos.;La compro por su utilidad.;Si.;Si.;Materiales., Lugar de fabricación.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
12/03/1986;Femenino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
27/03/1986;Femenino;Medellín;3;Una vez por mes.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Apariencia estética., Calidad., Las tendencias o conceptos de moda.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Bajos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
2/04/1986;Masculino;Sabaneta;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Internet.;Utilidad., Calidad., La marca o el almacén de compra., El comercio justo., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;No.;Importada.
10/04/1986;Masculino;Medellín;6;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena., Internet.;Apariencia estética., Calidad., La marca o el almacén de compra., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Materiales., Lugar de fabricación.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
17/04/1986;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de segunda mano o roperos.;Apariencia estética., Utilidad., Calidad.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
16/05/1986;Femenino;Medellín;4;Dos veces al año.;Tiendas en centros comerciales.;Apariencia estética.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
